Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,45,58,53,56,71
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,45,58,53,56,71
Working Capital Days,-17,-34,-25,-8,73
ROCE %,,36%,34%,28%,21%
