Metric,Jun 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,51,155,146,132,54,39,90,145,295,210,246,273
Inventory Days,20,30,22,37,10,6,5,18,,,,
Days Payable,83,110,113,105,69,78,236,2594,,,,
Cash Conversion Cycle,-12,74,55,64,-6,-33,-141,-2431,295,210,246,273
Working Capital Days,4,19,-54,-37,-59,-102,-580,-3024,-8081,-7668,-10128,-11296
ROCE %,-2%,-4%,-5%,-38%,-1%,-20%,-37%,-24%,-32%,-28%,-35%,-53%
