Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,61,68,0,0,0,0,0,0,0,0,0
Inventory Days,29,23,,,,,,,,,
Days Payable,65,72,,,,,,,,,
Cash Conversion Cycle,26,20,0,0,0,0,0,0,0,0,0
Working Capital Days,45,50,694,1157,412,586,465,301,203,147,79
ROCE %,,6%,11%,7%,12%,14%,7%,8%,11%,5%,5%
