Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,80,82,101,90,100,87,92,115
Inventory Days,150,220,130,138,128,132,142,119
Days Payable,71,103,84,96,61,77,59,75
Cash Conversion Cycle,158,199,148,132,167,143,175,159
Working Capital Days,69,66,86,70,75,81,113,114
ROCE %,,14%,15%,16%,18%,20%,15%,16%
