Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,65,68,172,175
Inventory Days,25,208,37,303
Days Payable,153,232,142,230
Cash Conversion Cycle,-63,44,67,248
Working Capital Days,-247,-244,-48,159
ROCE %,,8%,19%,36%
