Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,83,83,69,36,54,56,70,72
Inventory Days,337,208,215,349,348,314,312,247
Days Payable,36,20,26,43,52,90,87,80
Cash Conversion Cycle,384,270,258,342,350,280,295,238
Working Capital Days,-16,23,-0,23,31,44,61,83
ROCE %,,30%,32%,35%,37%,43%,38%,33%
