Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,0,0,0,0,0,0,0,0,0,0,0
Inventory Days,,,,,,,,,,,
Days Payable,,,,,,,,,,,
Cash Conversion Cycle,0,0,0,0,0,0,0,0,0,0,0
Working Capital Days,82,194,41,19,2908,372,98,569,236,92,187
ROCE %,,22%,11%,11%,8%,6%,18%,8%,6%,8%,6%
