Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,92,148,129,131
Inventory Days,104,99,126,170
Days Payable,79,132,107,126
Cash Conversion Cycle,116,115,148,175
Working Capital Days,86,85,90,105
ROCE %,,12%,11%,11%
