Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,15,72,23,12,57,38,32,37,43,58,26,56
Inventory Days,2,10,16,,,,,,81,121,94,101
Days Payable,12,78,344,,,,,,451,516,487,575
Cash Conversion Cycle,5,4,-306,12,57,38,32,37,-327,-337,-368,-418
Working Capital Days,-21,130,-122,4,4,-29,-13,-80,-38,54,39,182
ROCE %,-1%,1%,3%,11%,13%,12%,9%,5%,10%,18%,18%,17%
