Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,150.26,161.55,107.55,541.69
Inventory Days,,0.00,38.66,3.85
Days Payable,,,12.39,31.13
Cash Conversion Cycle,150.26,161.55,133.82,514.41
Working Capital Days,17.99,79.21,185.20,1763.59
ROCE %,,15.25%,6.25%,-2.92%
