Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,14,18,3,2
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,14,18,3,2
Working Capital Days,48,67,15,-2
ROCE %,,17%,19%,20%
