Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,82,108,89,109,103,48,57,64,53,35,43,94
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,82,108,89,109,103,48,57,64,53,35,43,94
Working Capital Days,48,95,88,107,59,-98,-93,-67,-79,-141,-188,-493
ROCE %,26%,33%,46%,46%,14%,-6%,11%,-46%,-42%,-51%,-18%,-6%
