Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,66,0,4,74,6,70,2,1
Inventory Days,,,,,,,,
Days Payable,,,,,,,,
Cash Conversion Cycle,66,0,4,74,6,70,2,1
Working Capital Days,-371,-327,-402,-724,-540,-501,-485,539
ROCE %,,56%,55%,61%,50%,50%,53%,51%
