Metric,Mar 2009,Mar 2010,Mar 2011
Debtor Days,47,51,48
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,47,51,48
Working Capital Days,-93,-163,-160
ROCE %,,-0%,-13%
