Metric,Mar 2024,Mar 2025
Debtor Days,28.53,30.24
Inventory Days,22.57,16.00
Days Payable,6.30,10.16
Cash Conversion Cycle,44.79,36.08
Working Capital Days,49.63,37.78
ROCE %,,5.98%
