Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,43,12,10
Inventory Days,,,47
Days Payable,,,577
Cash Conversion Cycle,43,12,-519
Working Capital Days,-12,17,-2016
ROCE %,,3%,7%
