Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,495,258,273
Inventory Days,727,379,330
Days Payable,292,85,35
Cash Conversion Cycle,929,552,569
Working Capital Days,222,288,293
ROCE %,,23%,19%
