Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,74,214,87,131,105,64,155,114,128
Inventory Days,,,,44,5,53,17,2,16
Days Payable,,,,578,164,108,168,69,108
Cash Conversion Cycle,74,214,87,-403,-54,9,3,47,37
Working Capital Days,-849,-513,-1059,-205,-91,-42,0,-11,11
ROCE %,,7%,2%,6%,22%,84%,100%,82%,84%
