Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,53,204,106,161,219,281
Inventory Days,71,73,26,36,31,26
Days Payable,59,210,124,103,168,131
Cash Conversion Cycle,64,67,8,94,83,176
Working Capital Days,20,39,17,5,72,61
ROCE %,,11%,36%,39%,33%,22%
