Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,75,72,76,102,88,106,90,120
Inventory Days,44,42,63,54,68,88,71,76
Days Payable,69,82,93,63,89,159,119,102
Cash Conversion Cycle,50,32,45,93,67,34,42,95
Working Capital Days,46,20,-1,21,11,-3,-10,-0
ROCE %,,39%,30%,21%,14%,1%,3%,5%
