Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,,72,85,70,74
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,,72,85,70,74
Working Capital Days,,29,31,-39,-618
ROCE %,,8%,8%,7%,7%
