Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,14,9,5,9
Inventory Days,67,88,111,103
Days Payable,7,3,4,3
Cash Conversion Cycle,74,95,112,108
Working Capital Days,33,23,43,42
ROCE %,,7%,7%,7%
