Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,56,131,68,49,21,100,173,113,167,242,270,977
Inventory Days,102,176,222,184,217,600,600,,,,,641
Days Payable,226,395,350,195,64,254,234,,,,,314
Cash Conversion Cycle,-68,-88,-59,37,174,446,539,113,167,242,270,1304
Working Capital Days,-211,-321,-127,-107,24,69,95,71,207,179,150,734
ROCE %,-13%,0%,16%,62%,136%,18%,12%,6%,5%,7%,6%,-11%
