Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,3,3,2
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,3,3,2
Working Capital Days,-233,-53,-119
ROCE %,,32%,32%
