Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,79,102,77,79,96,70,101,149,105,113
Inventory Days,,,,,,,,,,
Days Payable,,,,,,,,,,
Cash Conversion Cycle,79,102,77,79,96,70,101,149,105,113
Working Capital Days,20,55,4,10,3,-12,-1,80,121,106
ROCE %,,25%,17%,1%,-11%,16%,17%,22%,13%,11%
