Metric,Jun 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,15,22,9,10,29,43,25,18,9,7,6,6
Inventory Days,,,,,,,,0,0,0,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,15,22,9,10,29,43,25,18,9,7,6,6
Working Capital Days,4,16,6,7,-90,-114,-169,-2152,-1170,-730,-443,-81
ROCE %,20%,12%,17%,12%,-5%,6%,8%,3%,6%,9%,9%,7%
