Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,28,22,36,42
Inventory Days,447,369,461,451
Days Payable,62,34,53,52
Cash Conversion Cycle,413,357,444,440
Working Capital Days,11,22,52,60
ROCE %,,27%,20%,11%
