Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,123,54,109,178
Inventory Days,52,44,11,43
Days Payable,20,46,76,129
Cash Conversion Cycle,155,53,43,92
Working Capital Days,95,54,46,51
ROCE %,,16%,16%,5%
