Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,154,125,105,94,122,114,111,156,130,76,73,63
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,154,125,105,94,122,114,111,156,130,76,73,63
Working Capital Days,-209,-162,-158,-209,-567,-551,-485,-622,-682,-661,-309,-348
ROCE %,5%,7%,8%,7%,7%,6%,7%,5%,3%,1%,6%,6%
