Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,72,68,79
Inventory Days,121,80,76
Days Payable,97,69,75
Cash Conversion Cycle,96,79,80
Working Capital Days,25,38,50
ROCE %,,33%,40%
