Metric,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Debtor Days,33,34,31,28
Inventory Days,20,8,17,22
Days Payable,28,19,22,34
Cash Conversion Cycle,25,23,26,16
Working Capital Days,13,0,-7,-10
ROCE %,,18%,23%,18%
