Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Debtor Days,54,62,30,28,85
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,54,62,30,28,85
Working Capital Days,28,36,23,30,63
ROCE %,,10%,18%,13%,6%
