Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,13,54,37,63
Inventory Days,158,273,403,318
Days Payable,35,47,55,64
Cash Conversion Cycle,135,280,384,317
Working Capital Days,88,120,228,238
ROCE %,,28%,18%,13%
