Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,180,801,48,36,43
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,180,801,48,36,43
Working Capital Days,-50,-2908,-15,-129,-110
ROCE %,,14%,73%,64%,36%
