Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,16,48,60,51,57,67,65,82,50,77,108
Inventory Days,17,8,43,66,66,82,60,96,147,145,107
Days Payable,145,174,160,140,148,237,189,231,194,186,143
Cash Conversion Cycle,-112,-118,-58,-22,-25,-88,-64,-53,3,35,71
Working Capital Days,-100,-112,-55,-16,-0,3,13,22,33,65,21
ROCE %,,50%,44%,40%,40%,22%,35%,25%,19%,9%,8%
