Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,135,160,154,135
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,135,160,154,135
Working Capital Days,100,135,131,71
ROCE %,,12%,5%,-51%
