Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,76,82,92,92,91,105,123,136
Inventory Days,3,1,7,,,,,
Days Payable,126,96,291,,,,,
Cash Conversion Cycle,-48,-13,-192,92,91,105,123,136
Working Capital Days,13,37,24,24,31,17,56,63
ROCE %,,21%,11%,6%,9%,12%,15%,13%
