Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,61,73,78
Inventory Days,268,247,202
Days Payable,115,105,196
Cash Conversion Cycle,215,216,84
Working Capital Days,91,70,-7
ROCE %,,16%,13%
