Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,345,398,251,342
Inventory Days,,99,36,32
Days Payable,,48,82,263
Cash Conversion Cycle,345,449,205,111
Working Capital Days,324,498,40,155
ROCE %,,5%,1%,11%
