Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,1,3,4,3,45,23,37,42,26,38,45
Inventory Days,93,66,44,28,,,,,,,
Days Payable,0,0,0,0,,,,,,,
Cash Conversion Cycle,94,69,48,31,45,23,37,42,26,38,45
Working Capital Days,20,25,29,24,1138,491,351,318,310,476,228
ROCE %,,23%,33%,28%,6%,44%,44%,26%,57%,38%,35%
