Metric,Mar 2022,Mar 2023,Mar 2024
Debtor Days,132.29,105.89,122.49
Inventory Days,33.16,49.80,127.54
Days Payable,132.02,96.84,135.16
Cash Conversion Cycle,33.43,58.85,114.88
Working Capital Days,11.22,19.20,52.09
ROCE %,,21.39%,32.54%
