Metric,Jun 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,28,22,14,17,30,31,18,19,25,23,27,32
Inventory Days,708,657,765,743,672,631,585,878,703,670,444,469
Days Payable,225,207,205,345,193,242,301,313,305,229,247,274
Cash Conversion Cycle,511,472,575,416,509,420,302,584,423,464,223,227
Working Capital Days,18,32,22,11,62,5,-21,-1,-27,7,-8,135
ROCE %,9%,18%,20%,18%,13%,15%,19%,17%,9%,15%,7%,10%
