Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,26,25,24,26,31,33,28,20,25,24,22
Inventory Days,56,46,45,50,48,67,53,36,66,46,46
Days Payable,71,48,37,51,82,91,89,61,111,71,78
Cash Conversion Cycle,12,23,32,25,-4,9,-7,-5,-20,-1,-11
Working Capital Days,-28,-33,-39,-35,-49,-45,-25,-27,-46,-56,-58
ROCE %,,11%,13%,12%,4%,19%,18%,5%,-1%,-8%,8%
