Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,10,10,16,15,8,6,8,7,9
Inventory Days,,,,,,,,,
Days Payable,,,,,,,,,
Cash Conversion Cycle,10,10,16,15,8,6,8,7,9
Working Capital Days,-409,-522,-239,-498,-891,-551,-497,-346,-361
ROCE %,,24%,22%,25%,32%,23%,35%,33%,23%
