Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,76,86,78,72,108,142,139
Inventory Days,93,109,119,139,146,102,108
Days Payable,110,112,98,116,178,196,199
Cash Conversion Cycle,60,83,99,95,76,49,48
Working Capital Days,20,51,30,42,36,37,107
ROCE %,,15%,16%,15%,10%,12%,17%
