Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023
Debtor Days,14,5,19,29,38
Inventory Days,407,330,314,331,98
Days Payable,128,96,57,96,40
Cash Conversion Cycle,293,239,276,263,96
Working Capital Days,-45,-13,7,3,15
ROCE %,,11%,10%,12%,27%
