Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,42,24,34,136,156
Inventory Days,,,,,717
Days Payable,,,,,33
Cash Conversion Cycle,42,24,34,136,840
Working Capital Days,1334,-25,45,392,520
ROCE %,,6%,33%,37%,21%
