Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,62,67,68,70
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,62,67,68,70
Working Capital Days,37,42,40,78
ROCE %,,27%,14%,14%
