Metric,Jun 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,713.41,1411.33,,,1993.46,547.50,,,148.58,252.84,178.26,273.99
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,713.41,1411.33,,,1993.46,547.50,,,148.58,252.84,178.26,273.99
Working Capital Days,179745.91,35721.33,,,852190.77,1122521.00,,,30516.80,2087.68,2721.23,3017.86
ROCE %,0.51%,1.46%,-0.47%,-1.15%,-0.48%,-1.24%,-0.39%,-0.43%,0.44%,2.26%,1.30%,-2.58%
