Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,80,36,33,34,53,71
Inventory Days,49,38,46,31,47,54
Days Payable,31,8,8,5,5,29
Cash Conversion Cycle,98,66,71,60,96,96
Working Capital Days,64,40,66,87,151,140
ROCE %,,37%,35%,23%,13%,10%
