Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,66,143,156,181
Inventory Days,62,71,66,55
Days Payable,104,142,109,145
Cash Conversion Cycle,24,72,112,90
Working Capital Days,2,36,53,62
ROCE %,,40%,35%,38%
