Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,58,50,91,96,100,55,50,62,88,129,75
Inventory Days,,,,,,,,,10,,
Days Payable,,,,,,,,,1092,,
Cash Conversion Cycle,58,50,91,96,100,55,50,62,-994,129,75
Working Capital Days,33,42,72,92,12,-9,6,22,26,-38,75
ROCE %,,36%,16%,3%,-4%,2%,7%,7%,6%,2%,27%
