Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,22,24,5,11,13,20
Inventory Days,42,35,2,3,6,
Days Payable,34,18,1,3,1,
Cash Conversion Cycle,30,41,6,11,18,20
Working Capital Days,-188,-98,-10,-27,-21,6
ROCE %,,34%,24%,30%,29%,27%
