Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Debtor Days,134,70,68,40
Inventory Days,0,91,33,9
Days Payable,,28,64,16
Cash Conversion Cycle,134,133,37,32
Working Capital Days,-16,32,14,6
ROCE %,,16%,32%,65%
