Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,0,0,0,0,0,0,0,0,0,0,0
Inventory Days,,,,,,,,,,,
Days Payable,,,,,,,,,,,
Cash Conversion Cycle,0,0,0,0,0,0,0,0,0,0,0
Working Capital Days,-25,-601,-2,-13,81,-18,-19,-12,-13,-13,-12
ROCE %,,2%,2%,1%,2%,1%,1%,1%,1%,1%,0%
