Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,9,56,65,126
Inventory Days,289,91,124,103
Days Payable,318,138,54,79
Cash Conversion Cycle,-21,9,136,150
Working Capital Days,-33,1,26,108
ROCE %,,103%,66%,45%
