Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,73,79,93,82,96,85,96
Inventory Days,162,218,89,107,131,122,109
Days Payable,196,212,140,129,170,137,141
Cash Conversion Cycle,40,86,43,60,58,69,64
Working Capital Days,23,42,24,32,31,62,46
ROCE %,,13%,18%,18%,29%,28%,25%
