Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,72,79,92
Inventory Days,,,127
Days Payable,,,69
Cash Conversion Cycle,72,79,151
Working Capital Days,86,143,84
ROCE %,,19%,18%
