Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,20,57,94,176,78,58,37,1
Inventory Days,6,4,7,42,22,18,2,0
Days Payable,14,30,17,97,28,13,6,1
Cash Conversion Cycle,11,31,85,121,72,63,34,-0
Working Capital Days,55,102,176,319,128,169,75,12
ROCE %,,11%,9%,10%,8%,9%,10%,8%
