Metric,Mar 2020,Mar 2021,Mar 2022
Debtor Days,30,26,15
Inventory Days,60,41,30
Days Payable,314,165,121
Cash Conversion Cycle,-224,-98,-76
Working Capital Days,-4,32,3
ROCE %,,14%,24%
