Metric,Mar 2022,Mar 2023,Mar 2024
Debtor Days,24,24,21
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,24,24,21
Working Capital Days,106,90,150
ROCE %,,17%,40%
