Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,189,145,144,201
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,189,145,144,201
Working Capital Days,-4,-27,-27,35
ROCE %,,25%,15%,25%
