Metric,Mar 2024,Mar 2025,Mar 2026
Debtor Days,103,128,143
Inventory Days,186,241,270
Days Payable,72,26,13
Cash Conversion Cycle,217,344,400
Working Capital Days,73,258,327
ROCE %,,21%,13%
