Metric,Jun 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,23,38,25,28,45,40,67,73,35,53,33,49
Inventory Days,70,100,77,75,96,74,87,111,137,140,129,192
Days Payable,61,90,55,55,104,72,100,95,91,81,82,80
Cash Conversion Cycle,32,48,48,48,38,42,55,88,81,112,81,162
Working Capital Days,-3,29,23,41,10,-1,22,26,15,17,-14,59
ROCE %,50%,51%,58%,46%,22%,29%,16%,17%,15%,19%,37%,20%
